Year,Donor.Name,variable,value
2016,Cyprus,Core contributions to multilaterals benefiting RMNCH,0
2017,Cyprus,Core contributions to multilaterals benefiting RMNCH,0
2018,Cyprus,Core contributions to multilaterals benefiting RMNCH,0.42821276
2019,Cyprus,Core contributions to multilaterals benefiting RMNCH,0.344860564
2020,Cyprus,Core contributions to multilaterals benefiting RMNCH,0.335283275
2021,Cyprus,Core contributions to multilaterals benefiting RMNCH,0.360790999
2011,Czech Republic,Core contributions to multilaterals benefiting RMNCH,4.144707814
2012,Czech Republic,Core contributions to multilaterals benefiting RMNCH,3.755696909
2013,Czech Republic,Core contributions to multilaterals benefiting RMNCH,5.056637129
2014,Czech Republic,Core contributions to multilaterals benefiting RMNCH,4.309279592
2015,Czech Republic,Core contributions to multilaterals benefiting RMNCH,4.679790664
2016,Czech Republic,Core contributions to multilaterals benefiting RMNCH,6.800886468
2017,Czech Republic,Core contributions to multilaterals benefiting RMNCH,7.71863832
2018,Czech Republic,Core contributions to multilaterals benefiting RMNCH,4.920063866
2019,Czech Republic,Core contributions to multilaterals benefiting RMNCH,5.919024839
2020,Czech Republic,Core contributions to multilaterals benefiting RMNCH,5.474868853
2021,Czech Republic,Core contributions to multilaterals benefiting RMNCH,7.759444499
2011,DAC donors (total),Core contributions to multilaterals benefiting RMNCH,3045.507314
2012,DAC donors (total),Core contributions to multilaterals benefiting RMNCH,3180.380672
2013,DAC donors (total),Core contributions to multilaterals benefiting RMNCH,3759.080492
2014,DAC donors (total),Core contributions to multilaterals benefiting RMNCH,3897.893997
2015,DAC donors (total),Core contributions to multilaterals benefiting RMNCH,3340.367162
2016,DAC donors (total),Core contributions to multilaterals benefiting RMNCH,4142.839729
2017,DAC donors (total),Core contributions to multilaterals benefiting RMNCH,3997.964695
2018,DAC donors (total),Core contributions to multilaterals benefiting RMNCH,3901.544233
2019,DAC donors (total),Core contributions to multilaterals benefiting RMNCH,3813.142252
2020,DAC donors (total),Core contributions to multilaterals benefiting RMNCH,4700.60514
2021,DAC donors (total),Core contributions to multilaterals benefiting RMNCH,4487.689449
2011,Denmark,Core contributions to multilaterals benefiting RMNCH,61.49781229
2012,Denmark,Core contributions to multilaterals benefiting RMNCH,61.40768211
2013,Denmark,Core contributions to multilaterals benefiting RMNCH,60.28106544
2014,Denmark,Core contributions to multilaterals benefiting RMNCH,72.64270906
2015,Denmark,Core contributions to multilaterals benefiting RMNCH,44.68948072
2016,Denmark,Core contributions to multilaterals benefiting RMNCH,50.12297461
2017,Denmark,Core contributions to multilaterals benefiting RMNCH,50.82231809
2018,Denmark,Core contributions to multilaterals benefiting RMNCH,54.9653688
2019,Denmark,Core contributions to multilaterals benefiting RMNCH,59.38931387
2020,Denmark,Core contributions to multilaterals benefiting RMNCH,51.87048172
2021,Denmark,Core contributions to multilaterals benefiting RMNCH,51.59943665
2011,Estonia,Core contributions to multilaterals benefiting RMNCH,0
2012,Estonia,Core contributions to multilaterals benefiting RMNCH,0
2013,Estonia,Core contributions to multilaterals benefiting RMNCH,0.618253639
2014,Estonia,Core contributions to multilaterals benefiting RMNCH,0.789861506
2015,Estonia,Core contributions to multilaterals benefiting RMNCH,0.688326395
2016,Estonia,Core contributions to multilaterals benefiting RMNCH,0.961408872
2017,Estonia,Core contributions to multilaterals benefiting RMNCH,0.941733073
2018,Estonia,Core contributions to multilaterals benefiting RMNCH,0.696750803
2019,Estonia,Core contributions to multilaterals benefiting RMNCH,0.888548711
2020,Estonia,Core contributions to multilaterals benefiting RMNCH,0.921312624
2021,Estonia,Core contributions to multilaterals benefiting RMNCH,0.990551295
2011,Finland,Core contributions to multilaterals benefiting RMNCH,41.95254722
2012,Finland,Core contributions to multilaterals benefiting RMNCH,41.2911949
2013,Finland,Core contributions to multilaterals benefiting RMNCH,48.25190334
2014,Finland,Core contributions to multilaterals benefiting RMNCH,52.54321031
2015,Finland,Core contributions to multilaterals benefiting RMNCH,46.65129192
2016,Finland,Core contributions to multilaterals benefiting RMNCH,26.29374165
2017,Finland,Core contributions to multilaterals benefiting RMNCH,28.18211894
2018,Finland,Core contributions to multilaterals benefiting RMNCH,25.14835586
2019,Finland,Core contributions to multilaterals benefiting RMNCH,25.63073195
2020,Finland,Core contributions to multilaterals benefiting RMNCH,40.83790125
2021,Finland,Core contributions to multilaterals benefiting RMNCH,36.8407141
2011,France,Core contributions to multilaterals benefiting RMNCH,313.2090891
2012,France,Core contributions to multilaterals benefiting RMNCH,278.3718856
2013,France,Core contributions to multilaterals benefiting RMNCH,302.5793783
2014,France,Core contributions to multilaterals benefiting RMNCH,301.01556
2015,France,Core contributions to multilaterals benefiting RMNCH,291.5492304
2016,France,Core contributions to multilaterals benefiting RMNCH,306.8624241
2017,France,Core contributions to multilaterals benefiting RMNCH,325.3472727
2018,France,Core contributions to multilaterals benefiting RMNCH,332.7078997
2019,France,Core contributions to multilaterals benefiting RMNCH,301.2116693
2020,France,Core contributions to multilaterals benefiting RMNCH,287.1659853
2021,France,Core contributions to multilaterals benefiting RMNCH,409.035448
2011,Germany,Core contributions to multilaterals benefiting RMNCH,292.7348144
2012,Germany,Core contributions to multilaterals benefiting RMNCH,262.2520468
2013,Germany,Core contributions to multilaterals benefiting RMNCH,266.1970143
2014,Germany,Core contributions to multilaterals benefiting RMNCH,308.1087065
2015,Germany,Core contributions to multilaterals benefiting RMNCH,276.0346828
2016,Germany,Core contributions to multilaterals benefiting RMNCH,344.8868789
2017,Germany,Core contributions to multilaterals benefiting RMNCH,369.5766895
2018,Germany,Core contributions to multilaterals benefiting RMNCH,339.3184645
2019,Germany,Core contributions to multilaterals benefiting RMNCH,369.3070153
2020,Germany,Core contributions to multilaterals benefiting RMNCH,639.7500302
2021,Germany,Core contributions to multilaterals benefiting RMNCH,595.1720382
2011,Greece,Core contributions to multilaterals benefiting RMNCH,5.605410217
2012,Greece,Core contributions to multilaterals benefiting RMNCH,4.21137305
2013,Greece,Core contributions to multilaterals benefiting RMNCH,5.474442027
2014,Greece,Core contributions to multilaterals benefiting RMNCH,5.346334728
2015,Greece,Core contributions to multilaterals benefiting RMNCH,5.280466462
2016,Greece,Core contributions to multilaterals benefiting RMNCH,6.53639061
2017,Greece,Core contributions to multilaterals benefiting RMNCH,7.893491896
2018,Greece,Core contributions to multilaterals benefiting RMNCH,4.813300261
2019,Greece,Core contributions to multilaterals benefiting RMNCH,5.466315678
2020,Greece,Core contributions to multilaterals benefiting RMNCH,5.408423693
2021,Greece,Core contributions to multilaterals benefiting RMNCH,6.832092921
2011,Hungary,Core contributions to multilaterals benefiting RMNCH,0
2012,Hungary,Core contributions to multilaterals benefiting RMNCH,0
2013,Hungary,Core contributions to multilaterals benefiting RMNCH,0
2014,Hungary,Core contributions to multilaterals benefiting RMNCH,3.239527133
2015,Hungary,Core contributions to multilaterals benefiting RMNCH,3.501453775
2016,Hungary,Core contributions to multilaterals benefiting RMNCH,4.319254853
2017,Hungary,Core contributions to multilaterals benefiting RMNCH,3.656086827
2018,Hungary,Core contributions to multilaterals benefiting RMNCH,4.274077876
2019,Hungary,Core contributions to multilaterals benefiting RMNCH,3.976450694
2020,Hungary,Core contributions to multilaterals benefiting RMNCH,4.442156164
2021,Hungary,Core contributions to multilaterals benefiting RMNCH,4.858599208
2011,Iceland,Core contributions to multilaterals benefiting RMNCH,0.451190252
2012,Iceland,Core contributions to multilaterals benefiting RMNCH,0.32451186
2013,Iceland,Core contributions to multilaterals benefiting RMNCH,0.332792765
2014,Iceland,Core contributions to multilaterals benefiting RMNCH,0.236712274
2015,Iceland,Core contributions to multilaterals benefiting RMNCH,0.409454289
2016,Iceland,Core contributions to multilaterals benefiting RMNCH,0.451847055
2017,Iceland,Core contributions to multilaterals benefiting RMNCH,0.781392279
2018,Iceland,Core contributions to multilaterals benefiting RMNCH,0.747241232
2019,Iceland,Core contributions to multilaterals benefiting RMNCH,0.546355928
2020,Iceland,Core contributions to multilaterals benefiting RMNCH,0.739814066
2021,Iceland,Core contributions to multilaterals benefiting RMNCH,0.738319912
2011,Ireland,Core contributions to multilaterals benefiting RMNCH,23.08277608
2012,Ireland,Core contributions to multilaterals benefiting RMNCH,23.29260476
2013,Ireland,Core contributions to multilaterals benefiting RMNCH,24.93977464
2014,Ireland,Core contributions to multilaterals benefiting RMNCH,20.97151742
2015,Ireland,Core contributions to multilaterals benefiting RMNCH,21.9257875
2016,Ireland,Core contributions to multilaterals benefiting RMNCH,25.85815388
2017,Ireland,Core contributions to multilaterals benefiting RMNCH,23.57195027
2018,Ireland,Core contributions to multilaterals benefiting RMNCH,22.17138869
2019,Ireland,Core contributions to multilaterals benefiting RMNCH,22.43812338
2020,Ireland,Core contributions to multilaterals benefiting RMNCH,25.65236683
2021,Ireland,Core contributions to multilaterals benefiting RMNCH,26.21773114
2011,Israel,Core contributions to multilaterals benefiting RMNCH,0
2012,Israel,Core contributions to multilaterals benefiting RMNCH,0
2013,Israel,Core contributions to multilaterals benefiting RMNCH,0
2014,Israel,Core contributions to multilaterals benefiting RMNCH,0
2015,Israel,Core contributions to multilaterals benefiting RMNCH,1.033769368
2016,Israel,Core contributions to multilaterals benefiting RMNCH,0.730357417
2017,Israel,Core contributions to multilaterals benefiting RMNCH,1.12280253
2018,Israel,Core contributions to multilaterals benefiting RMNCH,0.964625378
2019,Israel,Core contributions to multilaterals benefiting RMNCH,1.00945613
2020,Israel,Core contributions to multilaterals benefiting RMNCH,1.304662287
2021,Israel,Core contributions to multilaterals benefiting RMNCH,4.099035934
2011,Italy,Core contributions to multilaterals benefiting RMNCH,56.46078139
2012,Italy,Core contributions to multilaterals benefiting RMNCH,51.97637781
2013,Italy,Core contributions to multilaterals benefiting RMNCH,68.18106007
2014,Italy,Core contributions to multilaterals benefiting RMNCH,86.01046614
2015,Italy,Core contributions to multilaterals benefiting RMNCH,79.55517269
2016,Italy,Core contributions to multilaterals benefiting RMNCH,104.5757126
2017,Italy,Core contributions to multilaterals benefiting RMNCH,97.98211141
2018,Italy,Core contributions to multilaterals benefiting RMNCH,119.9421599
2019,Italy,Core contributions to multilaterals benefiting RMNCH,133.9834033
2020,Italy,Core contributions to multilaterals benefiting RMNCH,128.8765481
2021,Italy,Core contributions to multilaterals benefiting RMNCH,140.7739479
2011,Japan,Core contributions to multilaterals benefiting RMNCH,145.9849172
2012,Japan,Core contributions to multilaterals benefiting RMNCH,209.8118027
2013,Japan,Core contributions to multilaterals benefiting RMNCH,152.2391715
2014,Japan,Core contributions to multilaterals benefiting RMNCH,216.7389604
2015,Japan,Core contributions to multilaterals benefiting RMNCH,200.8197467
2016,Japan,Core contributions to multilaterals benefiting RMNCH,207.1820008
2017,Japan,Core contributions to multilaterals benefiting RMNCH,252.9004644
2018,Japan,Core contributions to multilaterals benefiting RMNCH,273.1982587
2019,Japan,Core contributions to multilaterals benefiting RMNCH,269.9929248
2020,Japan,Core contributions to multilaterals benefiting RMNCH,359.2486701
2021,Japan,Core contributions to multilaterals benefiting RMNCH,187.9816197
2011,Kazakhstan,Core contributions to multilaterals benefiting RMNCH,0
2012,Kazakhstan,Core contributions to multilaterals benefiting RMNCH,0
2013,Kazakhstan,Core contributions to multilaterals benefiting RMNCH,0.067216675
2014,Kazakhstan,Core contributions to multilaterals benefiting RMNCH,0.228245286
2015,Kazakhstan,Core contributions to multilaterals benefiting RMNCH,0.256949253
2016,Kazakhstan,Core contributions to multilaterals benefiting RMNCH,1.231314034
2017,Kazakhstan,Core contributions to multilaterals benefiting RMNCH,1.457391056
2018,Kazakhstan,Core contributions to multilaterals benefiting RMNCH,0.796811672
